Wall time,Step,Value
1684143624.6402473,0,0.09740000218153
1684143788.9957986,4220,0.23160000145435333
1684143954.3979912,8440,0.31790000200271606
1684144119.3038769,12660,0.3658999800682068
1684144284.2873657,16880,0.3974999785423279
1684144449.9559994,21100,0.42899999022483826
1684144615.132063,25320,0.4619999825954437
1684144780.4325607,29540,0.4722000062465668
1684144945.690622,33760,0.4919000267982483
1684145111.3053875,37980,0.502299964427948
1684145278.0479767,42200,0.4990999698638916
1684145443.4523737,46420,0.520300030708313
1684145610.5220222,50640,0.5268000364303589
1684145777.334768,54860,0.5306000113487244
1684145942.6769006,59080,0.5315999984741211
1684146109.213443,63300,0.5456000566482544
1684146274.6600668,67520,0.5326000452041626
1684146439.9891646,71740,0.5544000267982483
1684146605.5275912,75960,0.5430999994277954
1684146770.7751622,80180,0.5454000234603882
1684146937.2354243,84400,0.5453000068664551
1684147103.3969336,88620,0.5491999983787537
1684147268.827185,92840,0.5584999918937683
1684147434.2993722,97060,0.5681999921798706
1684147599.6256301,101280,0.559499979019165
1684147764.8708777,105500,0.5674000382423401
1684147930.9347248,109720,0.5630000829696655
1684148095.189732,113940,0.5602999925613403
1684148259.5580456,118160,0.5565000176429749
1684148424.649538,122380,0.5695000886917114
