Wall time,Step,Value
1684026645.374181,0,0.10259999334812164
1684026803.9232712,4220,0.33830001950263977
1684026961.3900251,8440,0.4115000367164612
1684027121.4393764,12660,0.42079997062683105
1684027284.9396107,16880,0.44770002365112305
1684027443.9495137,21100,0.4717999994754791
1684027602.122801,25320,0.4697999954223633
1684027760.9518895,29540,0.48120003938674927
1684027920.9504886,33760,0.49570003151893616
1684028080.6786373,37980,0.5040000677108765
1684028238.7161646,42200,0.5097000002861023
1684028397.3581507,46420,0.5181000232696533
1684028554.8423648,50640,0.5178999900817871
1684028714.4440804,54860,0.5193000435829163
1684028872.7914755,59080,0.5142999887466431
1684029033.7936502,63300,0.5312000513076782
1684029192.6980774,67520,0.5367000102996826
1684029351.4077442,71740,0.5277999639511108
1684029509.8633847,75960,0.5309000015258789
1684029667.438519,80180,0.5361000299453735
1684029824.610785,84400,0.5435999631881714
1684029982.7280927,88620,0.5379999876022339
1684030140.2642047,92840,0.5348999500274658
1684030298.1940358,97060,0.5406000018119812
1684030455.268725,101280,0.5454000234603882
1684030612.4345047,105500,0.5352999567985535
1684030771.0815132,109720,0.5410999655723572
1684030928.9270422,113940,0.5566999912261963
1684031087.7943466,118160,0.5464999675750732
1684031246.6109867,122380,0.5347999930381775
