Wall time,Step,Value
1684048553.6802163,0,0.10379999876022339
1684049050.535387,4220,0.19689999520778656
1684049549.8447742,8440,0.6741999387741089
1684050047.5069,12660,0.7202000021934509
1684050544.8279238,16880,0.7421000003814697
1684051042.173788,21100,0.7503999471664429
1684051540.8828902,25320,0.7824000120162964
1684052048.4863856,29540,0.7687000036239624
1684052560.3584385,33760,0.7777999639511108
1684053072.030672,37980,0.7818000912666321
1684053583.1212618,42200,0.7581000328063965
1684054094.2948,46420,0.7734000086784363
1684054605.180095,50640,0.7884999513626099
1684055116.7607384,54860,0.8032000660896301
1684055627.2003493,59080,0.7977999448776245
1684056139.975167,63300,0.7936999797821045
1684056650.1790423,67520,0.7906000018119812
1684057161.2319555,71740,0.7970000505447388
1684057673.531849,75960,0.7940000295639038
1684058185.5220642,80180,0.7973999977111816
1684058698.3378577,84400,0.7825999855995178
1684059210.7543383,88620,0.8037000894546509
1684059723.8115945,92840,0.802299976348877
1684060235.2989273,97060,0.8101999163627625
1684060747.7933168,101280,0.7933000326156616
1684061257.8331368,105500,0.8048000335693359
1684061770.116353,109720,0.8009999394416809
1684062280.826654,113940,0.8070999979972839
1684062793.1281178,118160,0.805899977684021
1684063305.297325,122380,0.8012000322341919
