Wall time,Step,Value
1684118354.4568725,0,0.0973999947309494
1684118840.8071573,4220,0.1324000060558319
1684119328.9263034,8440,0.4683000147342682
1684119819.6959543,12660,0.6854000687599182
1684120309.1356955,16880,0.8105999231338501
1684120799.1066465,21100,0.8549998998641968
1684121287.686139,25320,0.8644000291824341
1684121777.0738654,29540,0.8903999328613281
1684122268.250108,33760,0.8950999975204468
1684122760.928927,37980,0.8970999717712402
1684123253.8345945,42200,0.9064000248908997
1684123742.6632333,46420,0.9202000498771667
1684124234.4474041,50640,0.9029000401496887
1684124726.2110744,54860,0.913800060749054
1684125215.5159144,59080,0.9083999395370483
1684125705.6852775,63300,0.9051998853683472
1684126199.8572047,67520,0.9168000221252441
1684126691.5514698,71740,0.9285000562667847
1684127181.249486,75960,0.9159000515937805
1684127672.9820383,80180,0.9176000356674194
1684128165.133273,84400,0.9274999499320984
1684128658.7067375,88620,0.918999969959259
1684129148.9443264,92840,0.920199990272522
1684129642.0450127,97060,0.9271000027656555
1684130131.3566167,101280,0.9257000088691711
1684130622.451973,105500,0.925000011920929
1684131112.5442307,109720,0.9300000071525574
1684131601.8833914,113940,0.9157999753952026
1684132093.657255,118160,0.9273000955581665
1684132584.3819432,122380,0.9289000630378723
