Wall time,Step,Value
1684063918.0183253,0,0.09310000389814377
1684064090.9961584,4220,0.22260001301765442
1684064263.9449716,8440,0.28759998083114624
1684064435.518236,12660,0.37470000982284546
1684064609.027213,16880,0.3988000154495239
1684064781.6418352,21100,0.4353000223636627
1684064953.9242668,25320,0.44040003418922424
1684065127.6981716,29540,0.47110000252723694
1684065300.6612124,33760,0.4792000353336334
1684065474.8098025,37980,0.4747999608516693
1684065647.8345428,42200,0.5068999528884888
1684065820.8037574,46420,0.5209000110626221
1684065994.1928685,50640,0.5291000008583069
1684066166.3746905,54860,0.5383999943733215
1684066339.244243,59080,0.5372999906539917
1684066512.3585238,63300,0.5245000123977661
1684066685.0053983,67520,0.5408999919891357
1684066857.7171435,71740,0.5491999983787537
1684067030.8691807,75960,0.5412999391555786
1684067204.328024,80180,0.5418999791145325
1684067377.5169067,84400,0.555899977684021
1684067552.6600397,88620,0.55840003490448
1684067728.6831565,92840,0.556399941444397
1684067902.901331,97060,0.5587000250816345
1684068075.0336647,101280,0.5595999956130981
1684068247.5480359,105500,0.5713000297546387
1684068420.8265264,109720,0.5684000253677368
1684068592.2562907,113940,0.5648999810218811
1684068764.536945,118160,0.5598999857902527
1684068937.9538348,122380,0.5736000537872314
