Wall time,Step,Value
1684033031.4645681,0,0.10250000655651093
1684033518.118416,4220,0.4044000208377838
1684034006.6143234,8440,0.713100016117096
1684034494.1049724,12660,0.7766999006271362
1684034983.2074926,16880,0.7967000007629395
1684035472.3989336,21100,0.83160001039505
1684035962.0054345,25320,0.8487000465393066
1684036450.7230196,29540,0.8728000521659851
1684036939.4335225,33760,0.8854999542236328
1684037428.489848,37980,0.8914999961853027
1684037918.037435,42200,0.8865998983383179
1684038410.8125384,46420,0.9071000218391418
1684038899.5035698,50640,0.9115999937057495
1684039388.1073852,54860,0.9156999588012695
1684039878.3894844,59080,0.9121000170707703
1684040367.149736,63300,0.9126999974250793
1684040856.3195386,67520,0.9216998815536499
1684041345.97989,71740,0.9213999509811401
1684041836.3574193,75960,0.9201000332832336
1684042325.3146067,80180,0.9233000874519348
1684042814.7114022,84400,0.9220999479293823
1684043303.4357488,88620,0.9253000020980835
1684043794.138098,92840,0.924000084400177
1684044283.8199492,97060,0.9262000322341919
1684044772.1627328,101280,0.9272000193595886
1684045261.607541,105500,0.9334999918937683
1684045750.2944043,109720,0.9232999682426453
1684046239.1000636,113940,0.9359000325202942
1684046728.1557517,118160,0.9332000613212585
1684047217.6572425,122380,0.9362000226974487
