Wall time,Step,Value
1684008840.5779715,0,0.1631999909877777
1684009336.8331792,4220,0.2263999879360199
1684009835.1006892,8440,0.7275000214576721
1684010336.5315664,12660,0.7596999406814575
1684010840.8581424,16880,0.7978999614715576
1684011350.3578749,21100,0.8027999997138977
1684011861.0475428,25320,0.8053000569343567
1684012366.432664,29540,0.7893000245094299
1684012867.2716086,33760,0.7994999289512634
1684013366.6462305,37980,0.7971000075340271
1684013872.4822013,42200,0.805899977684021
1684014372.5756662,46420,0.8289000391960144
1684014870.8039768,50640,0.8154000043869019
1684015374.3122134,54860,0.8112000226974487
1684015874.661948,59080,0.8088000416755676
1684016377.4991608,63300,0.8181999921798706
1684016885.8766105,67520,0.8065000772476196
1684017387.5755315,71740,0.8179999589920044
1684017894.981956,75960,0.792199969291687
1684018401.7242715,80180,0.7968999743461609
1684018905.6384408,84400,0.799500048160553
1684019410.3428164,88620,0.795199990272522
1684019911.8821476,92840,0.7821999788284302
1684020413.5076425,97060,0.7800999879837036
1684020918.1763237,101280,0.7923000454902649
1684021422.070293,105500,0.807699978351593
1684021926.6780117,109720,0.7710999250411987
1684022438.6338131,113940,0.7978000044822693
1684022948.6429799,118160,0.7840999364852905
1684023459.4950802,122380,0.7980999946594238
