Wall time,Step,Value
1684148622.433993,0,0.10250000655651093
1684148779.8691385,4220,0.3489000201225281
1684148939.3345833,8440,0.3929999768733978
1684149097.9485126,12660,0.4088999629020691
1684149255.7640119,16880,0.4278999865055084
1684149414.7214694,21100,0.45809999108314514
1684149574.0235126,25320,0.4619999825954437
1684149732.1345592,29540,0.47259998321533203
1684149891.2783027,33760,0.4724000096321106
1684150049.9885519,37980,0.47349995374679565
1684150208.876194,42200,0.48010000586509705
1684150368.7600691,46420,0.5049999952316284
1684150526.717671,50640,0.5104999542236328
1684150684.8894305,54860,0.5108000040054321
1684150843.905774,59080,0.5248000025749207
1684151004.2845132,63300,0.5281999707221985
1684151162.528728,67520,0.5281000137329102
1684151321.3263097,71740,0.5398000478744507
1684151480.053905,75960,0.5392000079154968
1684151639.0092578,80180,0.5363999605178833
1684151797.4166658,84400,0.5324000120162964
1684151956.4941475,88620,0.5417999625205994
1684152117.2992418,92840,0.5344000458717346
1684152275.9691513,97060,0.5522000193595886
1684152435.2191255,101280,0.5419000387191772
1684152595.7214735,105500,0.5482999682426453
1684152755.7028022,109720,0.5370999574661255
1684152914.6034865,113940,0.5401000380516052
1684153073.2327738,118160,0.5428000092506409
1684153231.7473385,122380,0.5386999845504761
