Wall time,Step,Value
1684069145.2450273,0,0.1039000004529953
1684069306.415061,4220,0.3482000231742859
1684069466.7164087,8440,0.39070001244544983
1684069628.222193,12660,0.42580002546310425
1684069789.493134,16880,0.4382999837398529
1684069951.2195935,21100,0.44999995827674866
1684070112.891095,25320,0.4625999331474304
1684070273.4361808,29540,0.4625000059604645
1684070434.4531498,33760,0.49330002069473267
1684070596.0207608,37980,0.4976999759674072
1684070757.9413369,42200,0.4952999949455261
1684070917.2592742,46420,0.5031000375747681
1684071079.070387,50640,0.5158999562263489
1684071240.1010776,54860,0.5235999822616577
1684071400.0392962,59080,0.5244000554084778
1684071561.3476348,63300,0.5254999399185181
1684071720.791951,67520,0.5333999395370483
1684071882.361633,71740,0.5372999906539917
1684072043.573973,75960,0.5382000207901001
1684072203.374068,80180,0.5370000004768372
1684072364.5557585,84400,0.5321999788284302
1684072524.7872863,88620,0.540399968624115
1684072685.9874969,92840,0.5385000109672546
1684072847.0553133,97060,0.535800039768219
1684073008.4407015,101280,0.5407999753952026
1684073169.5984828,105500,0.5374000668525696
1684073331.2993462,109720,0.5394999980926514
1684073493.2207918,113940,0.5450999736785889
1684073654.0697563,118160,0.5424000024795532
1684073816.9304006,122380,0.5442999601364136
