total_loss,rec_loss,z_kl_loss,s_kl_loss,epoch,step
1200.940673828125,599.8518676757812,361.81884765625,8.751559257507324,0,49
1267.645751953125,632.8623046875,1064.912109375,8.562013626098633,0,99
1045.51171875,521.7591552734375,966.0797119140625,10.273420333862305,0,149
1163.450927734375,580.822998046875,771.1095581054688,10.337543487548828,0,199
1257.7470703125,627.9065551757812,890.6686401367188,10.433389663696289,0,249
1313.073974609375,655.573974609375,871.537109375,10.544526100158691,0,299
1048.3292236328125,522.6847534179688,1007.5271606445312,19.52117156982422,0,349
1132.145751953125,563.8822021484375,1593.24755859375,27.880495071411133,0,399
1234.94189453125,615.6748657226562,1404.2822265625,21.878307342529297,0,449
1301.224609375,648.77587890625,1551.751708984375,21.21128273010254,0,499
1237.122314453125,616.589599609375,1552.5,23.905860900878906,0,549
1150.279541015625,572.3675537109375,2127.7890625,34.16619873046875,0,599
980.1904907226562,486.9226989746094,2391.690185546875,39.53410339355469,0,649
1110.0888671875,551.0567016601562,2296.839111328125,56.78538513183594,0,699
1064.1634521484375,527.1599731445312,3267.58984375,65.75980377197266,0,749
914.5907592773438,451.8204040527344,3607.22802734375,73.42736053466797,0,799
1018.522705078125,507.99420166015625,2534.31884765625,98.11845397949219,1,849
980.7328491210938,487.66461181640625,5403.6533203125,344.03521728515625,1,899
938.3477783203125,466.5374755859375,5272.85546875,528.9853515625,1,949
833.5015869140625,414.26837158203125,4964.857421875,697.9046630859375,1,999
862.1405639648438,428.2572021484375,5626.1787109375,780.2271728515625,1,1049
894.35595703125,444.368408203125,5619.13671875,884.17333984375,1,1099
988.5596313476562,491.37030029296875,5819.04296875,1029.5589599609375,1,1149
884.53173828125,439.69451904296875,5142.68603515625,1096.6087646484375,1,1199
982.4827270507812,488.62359619140625,5235.53125,1125.655517578125,1,1249
906.7836303710938,450.85479736328125,5074.0185546875,1183.0455322265625,1,1299
917.2003784179688,455.71185302734375,5776.6787109375,1286.0107421875,1,1349
794.7675170898438,394.692138671875,5383.2626953125,1219.062255859375,1,1399
841.15087890625,417.51934814453125,6112.15673828125,1313.4814453125,1,1449
818.4488525390625,406.5796203613281,5289.6220703125,1239.153076171875,1,1499
830.1463623046875,412.60345458984375,4939.44775390625,1289.671142578125,1,1549
798.3612060546875,396.6756286621094,5009.9267578125,1274.054931640625,1,1599
792.8938598632812,393.77923583984375,5335.40087890625,1395.828125,1,1649
902.5117797851562,448.6246337890625,5262.501953125,1427.7799072265625,2,1699
797.7036743164062,396.2185363769531,5266.6044921875,1450.1851806640625,2,1749
793.4984130859375,394.07049560546875,5357.451171875,1473.469482421875,2,1799
793.3011474609375,394.11224365234375,5076.634765625,1504.98291015625,2,1849
905.5440673828125,449.95343017578125,5637.234375,1624.08203125,2,1899
958.373046875,476.4410705566406,5490.896484375,1573.2271728515625,2,1949
917.2283325195312,455.6833801269531,5861.55908203125,1521.480712890625,2,1999
695.178955078125,345.21832275390625,4742.296875,1504.292724609375,2,2049
812.9909057617188,403.8505859375,5289.74169921875,1555.72314453125,2,2099
759.7110595703125,377.1767578125,5357.54296875,1615.2008056640625,2,2149
799.9530029296875,397.41558837890625,5121.82958984375,1639.7342529296875,2,2199
767.2174072265625,381.017822265625,5181.79052734375,1612.945068359375,2,2249
850.4146728515625,422.6436767578125,5127.298828125,1630.042724609375,2,2299
778.99169921875,386.91070556640625,5170.30615234375,1666.7698974609375,2,2349
900.3212890625,447.97576904296875,4369.75048828125,1631.367919921875,2,2399
801.3978881835938,397.957763671875,5482.38525390625,1650.33251953125,2,2449
787.4736938476562,391.0409851074219,5391.72607421875,1723.719970703125,2,2499
785.2699584960938,390.50030517578125,4269.3369140625,1666.008056640625,3,2549
869.2656860351562,432.421142578125,4423.3740234375,1761.03564453125,3,2599
782.7725830078125,388.9945068359375,4783.56884765625,1701.9825439453125,3,2649
883.2177734375,439.3651123046875,4487.56494140625,1675.1136474609375,3,2699
739.4210815429688,367.52716064453125,4366.7509765625,1689.981689453125,3,2749
784.1510620117188,389.82525634765625,4500.552734375,1767.9486083984375,3,2799
846.0891723632812,420.77386474609375,4541.4697265625,1709.44482421875,3,2849
726.2401733398438,360.8677978515625,4504.56982421875,1686.5238037109375,3,2899
847.7904052734375,421.65032958984375,4489.72998046875,1711.214111328125,3,2949
829.7005615234375,412.11962890625,5461.29541015625,1793.981201171875,3,2999
772.9920654296875,384.2830810546875,4425.9189453125,1761.06591796875,3,3049
752.33837890625,373.6462097167969,5045.93603515625,1716.68017578125,3,3099
802.0044555664062,398.71453857421875,4575.3505859375,1815.43505859375,3,3149
751.8364868164062,373.71258544921875,4411.326171875,1743.918212890625,3,3199
737.1129760742188,366.1722412109375,4768.474609375,1789.1923828125,3,3249
784.0853881835938,389.7713317871094,4542.736328125,1867.852294921875,3,3299
660.0079956054688,328.0292663574219,3949.48291015625,1789.1923828125,3,3349
770.7311401367188,382.8160400390625,5099.044921875,1948.505126953125,4,3399
797.7068481445312,396.752197265625,4202.453125,1919.296630859375,4,3449
679.7142333984375,337.74505615234375,4224.12744140625,1915.1474609375,4,3499
741.1921997070312,368.4029235839844,4386.36767578125,1898.267578125,4,3549
779.0350952148438,387.2978515625,4439.41259765625,1853.145751953125,4,3599
703.34375,349.47802734375,4387.71240234375,1864.30224609375,4,3649
836.3453369140625,415.7252197265625,4894.8896484375,1909.4725341796875,4,3699
802.8590698242188,399.1329345703125,4593.197265625,1961.972412109375,4,3749
762.9413452148438,379.4169006347656,4107.5205078125,1933.7489013671875,4,3799
855.5459594726562,425.7527160644531,4040.51123046875,1962.4749755859375,4,3849
800.6658325195312,398.20159912109375,4262.65087890625,1898.095458984375,4,3899
785.0584716796875,390.1954345703125,4667.572265625,2025.6435546875,4,3949
822.06201171875,409.03863525390625,3984.76611328125,1950.797607421875,4,3999
803.3861083984375,399.68914794921875,4007.79541015625,1924.7396240234375,4,4049
735.7068481445312,365.89996337890625,3906.9169921875,1879.638916015625,4,4099
832.6910400390625,414.284423828125,4122.20703125,2002.09765625,4,4149
563.2792358398438,279.6772766113281,3924.70068359375,1901.6153564453125,4,4199
2409.3564453125,387.9795837402344,4147.8349609375,2017.2286376953125,4,4219
770.6282348632812,379.7150573730469,3770.53564453125,742.75830078125,5,4249
813.1175537109375,400.8712158203125,4130.4521484375,724.4698486328125,5,4299
943.6287841796875,465.88665771484375,4422.66015625,743.282958984375,5,4349
713.5404052734375,351.3629150390625,3870.74267578125,694.3861083984375,5,4399
903.5797729492188,446.31707763671875,3881.4169921875,706.4183959960938,5,4449
896.1156616210938,442.07379150390625,4369.05859375,759.9011840820312,5,4499
771.8916625976562,380.55657958984375,3797.813232421875,698.0691528320312,5,4549
781.4358520507812,385.3929748535156,3867.771728515625,678.212646484375,5,4599
868.578857421875,428.93487548828125,3635.3642578125,707.3738403320312,5,4649
885.3406372070312,436.884033203125,4397.2822265625,717.5322265625,5,4699
774.2094116210938,381.9837646484375,3551.74853515625,669.0116577148438,5,4749
745.8062744140625,367.2152099609375,4517.3525390625,685.8502197265625,5,4799
899.7581787109375,444.3421630859375,3846.29443359375,722.7515869140625,5,4849
759.5222778320312,374.5566711425781,3545.9365234375,686.2981567382812,5,4899
785.0975952148438,387.0726623535156,4163.99560546875,678.8292236328125,5,4949
868.912109375,428.96875,4276.283203125,669.8306274414062,5,4999
719.786376953125,354.3880615234375,4079.0166015625,693.118896484375,5,5049
752.1686401367188,370.3697509765625,3474.27685546875,662.9014892578125,6,5099
819.7993774414062,404.099609375,4016.600830078125,631.9609375,6,5149
845.7756958007812,416.6055908203125,4456.9287109375,675.63623046875,6,5199
699.8832397460938,344.45513916015625,3272.687255859375,641.6865234375,6,5249
639.0381469726562,313.8669738769531,3255.333984375,670.7429809570312,6,5299
726.8290405273438,357.8542785644531,3495.419677734375,635.4232177734375,6,5349
694.3115844726562,341.6402893066406,3502.54638671875,627.3689575195312,6,5399
821.0147094726562,404.5903625488281,4076.50244140625,646.4596557617188,6,5449
709.4923095703125,349.1208190917969,3361.408935546875,657.4381713867188,6,5499
731.3680419921875,360.2319030761719,3471.3701171875,619.40576171875,6,5549
744.9091796875,366.71038818359375,3796.96337890625,640.95556640625,6,5599
